GalaxyID,Class2.1,Class3.1,Class3.2,Class4.1,Class7.1,Class7.2,Class7.3
101133,0.050591356,0.118146927,0.551874717,0.35168498,0.046218344,0.154788656,0
101135,0.477,0,0,0,0.002092,0,0.520908
101140,0.037597837,0.579493539,0.348267624,0.89302393,0,0.034641,0
101151,0,0,0.222222,0,0.37776197,0.26688303,0
101164,0,0,0.244453,0,0.216051928,0.509972585,0.011488224
101166,0,0.117859748,0.512342252,0.483407158,0.011009626,0.358788374,0
101181,0.951572,0,0,0,0,0,0.037222
101232,0.743943,0,0,0,0,0.023318028,0.217078972
101239,0.384962,0,0.384962,0,0,0.026474563,0.198921437
101244,0.079368876,0.130613402,0.699220722,0.456321636,0,0.055379451,0.035417549
101246,0,0,0.250403,0,0.61186303,0.02415997,0
101247,0,0,0.16784,0.130213964,0.766655763,0.014615237,0
101251,0,0,0.252678,0.252678,0.572891578,0.150016422,0
101275,0,0.464106175,0.429620825,0.823758901,0,0.079080571,0.013760429
101283,0,0.183939453,0.239868547,0.179202975,0.496226346,0.079965654,0
101286,0,0,0.388391,0.314012958,0.099416163,0.458853837,0
101290,0.095551554,0,0.073267446,0,0.177687381,0.653493619,0
101291,0,0,0.091484,0,0.425625232,0.454254768,0
101296,0,0,0.257661,0,0.519305936,0.137038064,0
101298,0.022101055,0.787808939,0.090410006,0.786702383,0.080102452,0.010795543,0.002364005
101306,0.26415854,0,0.34689946,0.143031851,0,0.070593873,0.306190127
101307,0.033655351,0.845113105,0.073238544,0.805166645,0.016042092,0.031950908,0
101315,0,0.198200005,0.653880995,0.701992044,0.015114722,0.106153278,0
101324,0,0.243818944,0.312156056,0.353629011,0,0.423068352,0.020956648
101325,0,0,0.234858,0.182637559,0.596902408,0.118148592,0
101355,0.623597165,0.0205578,0.040535035,0,0,0,0.31531
101358,0,0.208248953,0.406129047,0.222943646,0.302637302,0.082984698,0
101371,0,0,0.312107,0,0.469006992,0.149779008,0
101374,0.728601,0,0,0,0.008879778,0,0.248393222
101375,0.146437199,0,0.439639801,0.145029696,0,0.303073234,0.091417766
101427,0.058488072,0.429613978,0.25098095,0.103851299,0.21192044,0.04899656,0
101469,0.1036204,0.034401973,0.380079627,0.310308696,0.053079236,0.346012764,0
101493,0,0.160859253,0.485696747,0.1574338,0.164970403,0.166402597,0
101501,0.050206471,0.337704935,0.442345594,0.293647681,0,0.149153683,0.020589317
101502,0.031792125,0,0.222544875,0,0.674116091,0.052946909,0
101518,0,0,0.19524,0,0.672523716,0.085944284,0
101538,0,0,0.183839,0,0.242396768,0.546637232,0
101548,0,0,0.155924,0.139879264,0.703124236,0.046979764,0
101549,0,0,0.550411,0.333022873,0,0.415156236,0.013036764
101563,0.630829987,0,0.105261013,0,0,0.014696654,0.238781346
101564,0.037555207,0.061107194,0.686518599,0.634338804,0.188804269,0.016639731,0
101572,0.039422689,0,0.288845311,0,0,0.504626106,0.145936894
101589,0.34547,0,0.337728,0.144829587,0.017192476,0.163768997,0.121148527
101591,0,0,0.623813,0,0.265776977,0.069521023,0
101595,0.768791471,0,0.076161529,0,0,0,0.137009
101597,0,0.189047971,0.185801029,0.205822464,0.150970903,0.430824378,0.024793719
101599,0.174516,0,0.058172,0,0.075164869,0.465704894,0.205702237
101623,0,0,0.064327,0,0.163247932,0.697129068,0
101627,0,0,0.058645,0,0.82845023,0.08507677,0
101651,0.08459475,0,0.25378425,0,0.017627215,0.501674528,0.071086848
101654,0,0,0.375011,0,0.132214276,0.438757724,0
101660,0.615546139,0.114361677,0.098509184,0.019187541,0,0.112457386,0.059125614
101666,0.073675471,0.469660499,0.32411803,0.051904384,0.009420177,0.113705646,0.009420177
101685,0.601733931,0.148402528,0.084096541,0.15280048,0,0,0.16016
101695,0,0,0.184937,0,0.039406534,0.71362423,0.042722441
101701,0.073703924,0.542483821,0.105056254,0,0.098430682,0.155623318,0
101718,0.513346959,0.043999759,0.388749282,0.432749041,0,0,0.043443
101754,0,0.145878022,0.130848978,0,0.656287794,0.066985206,0
101756,0,0.676507129,0.293264871,0.759334385,0.003028725,0.027199275,0
101762,0.460684206,0,0.101428794,0,0.013508376,0.346911159,0.077467465
101774,0.018649095,0.029755602,0.788290303,0.642023696,0.017007833,0.125171359,0.014329808
101787,0,0.026373185,0.860537815,0.622269174,0,0.113089,0
101788,0.59615059,0.03940441,0,0,0,0.065853843,0.272984157
101798,0.052137411,0,0.456351589,0.09616195,0.197361409,0.258831591,0
101804,0,0.096133443,0.781084557,0.653276526,0.060138603,0.056181397,0
101807,0.256052276,0.186312613,0.237849111,0.222085989,0,0.219141351,0.100644649
101816,0,0,0.204944,0,0.119528376,0.660881624,0
101848,0.732576711,0,0.096185289,0,0,0,0.171238
101854,0,0,0.28231,0.22939946,0.600760915,0.077275085,0
101858,0,0,0.051784,0,0,0.474108,0.474108
101875,0.157043843,0,0.117989157,0,0.027662089,0.695718911,0
101893,0.860998,0,0,0,0,0,0.133808
101941,0,0.476149728,0.320456272,0.238102347,0.043944494,0.159449506,0
101943,0,0,0.116171,0,0.782722825,0.072594175,0
101955,0,0.211573492,0.598193508,0.48457267,0.01407686,0.16681314,0
101971,0,0,0.396141,0,0.559573044,0.043643956,0
101980,0.734758884,0,0.085386116,0,0,0,0.107162
101991,0.012818367,0.033499132,0.899338501,0.850943817,0.033064147,0.010875853,0
101995,0.46957364,0,0.03420236,0.018959429,0,0,0.496224
101997,0.779943134,0,0.107329866,0,0,0,0.112727
102000,0,0,0.111,0,0.799806,0.022194,0
102015,0.209844664,0.048073336,0,0,0.00782473,0.298769475,0.372930795
102021,0.864985,0,0,0,0,0,0.126799
102027,0.069954423,0.402832084,0.105736493,0.278192606,0,0.085857136,0.330181864
102040,0,0.188630138,0.737152862,0.804311938,0.025016,0,0
102046,0.017520953,0.323668082,0.535998965,0.474492367,0.040948338,0.063680662,0
102047,0,0,0.49924,0,0.39024038,0.09503062,0
102113,0.176365572,0.137862254,0.463518175,0.083488442,0,0.008898319,0.190387681
102115,0,0.224207857,0.235288143,0.24317723,0.096892831,0.412139888,0.0097188
102159,0,0.294935547,0.428969453,0.285638435,0.067234581,0.171772419,0
102174,0.063115052,0,0.378248948,0.235118411,0,0.524997207,0.033030793
102176,0.176680296,0.056593944,0.62025376,0.676847704,0,0,0.108068
102182,0,0,0,0,0.840967217,0.080113783,0
102243,0.070146277,0.703594808,0.225749915,0.929344723,0,0,0
102260,0,0,0,0,0.897804,0.020196,0
102271,0.023595797,0,0.582310203,0.224604033,0.355529751,0.030899249,0
102295,0.06893175,0,0.20679525,0.135615911,0.455941925,0.244364075,0
102328,0,0,0.758607,0.385852554,0.085211729,0.156181271,0
102347,0,0,0.397764,0.133790308,0.405384691,0.182718309,0
102371,0,0,0.230442,0.230442,0.546162912,0.208823088,0
102391,0,0.101334715,0.617142285,0.619969492,0,0.219986196,0.009145804
102402,0,0.381358742,0.611300258,0.978530484,0.007341,0,0
102406,0.168655094,0.155249168,0.551366739,0.122207808,0,0.069680504,0.049590496
102407,0.025482216,0.08184225,0.850365534,0.932207784,0,0.04231,0
102422,0.018983308,0.017312678,0.929874013,0.901424314,0.008077,0,0
102433,0,0.056137664,0.931975336,0.988113,0.007049,0,0
102471,0,0,0.35793,0.28237384,0.553402162,0.058840838,0
102474,0.037969407,0.549726889,0.383636704,0.868210147,0.004599738,0.009161262,0
102481,0,0,0.211815,0,0.553302104,0.215154896,0
102513,0,0,0.134177,0,0.582704086,0.263636914,0
102556,0,0,0.379926,0.095691582,0.390026546,0.230047454,0
102595,0.041764272,0.122378352,0.705946376,0.311167639,0.06970387,0.05298613,0
102602,0,0,0.175266,0,0.133199489,0.691534511,0
102616,0.183365,0.149490517,0.033874483,0,0.119929085,0.418280134,0.054009781
102642,0,0.191754624,0.097689376,0,0.563649432,0.101427568,0
102649,0,0,0.462539,0.115103293,0.047064297,0.439891703,0
102657,0.031381497,0.123475008,0.389885495,0.092070693,0.017770403,0.198672597,0
102699,0.27106079,0.155712585,0.277280625,0.11366981,0.006490707,0.080994048,0.157762245
102701,0.024858384,0,0.642749616,0.460641938,0.06675429,0.23394071,0
102729,0.102457466,0,0.241359534,0.138384213,0,0.425885364,0.215755636
102731,0,0,0.395968,0,0.455158585,0.032897415,0
102735,0.055862337,0.448109281,0.476069382,0.90317393,0,0.019959,0
102742,0,0.425036284,0.239430716,0.56505277,0.333472,0,0
102743,0,0,0.303465,0,0.586450194,0.065093806,0
102765,0,0.07572221,0.88010079,0.955823,0,0.044177,0
102770,0,0,0.152927,0,0.53090581,0.17168419,0
102799,0,0.019738785,0.479257215,0.24150608,0.292001664,0.209002336,0
102804,0,0,0.167448,0.045545521,0.408133177,0.395292823,0
102808,0.01908737,0,0.38727763,0,0.481904673,0.085354327,0
102812,0.534681875,0,0.107193125,0,0,0.146687284,0.211437716
102822,0,0,0.500088,0,0.399830116,0.063456884,0
102834,0,0.259080894,0.075651106,0.263893002,0.481824219,0.153377781,0
102839,0,0,0.180726,0,0,0.731774438,0.039519562
102843,0,0.132037183,0.107996817,0.120874401,0.410503154,0.329516846,0
102863,0.557480969,0,0.175049031,0.175049031,0,0.094750865,0.163494135
102871,0.1801044,0,0.2790516,0,0,0.130161713,0.371046287
102874,0.550995567,0.210410847,0.125095587,0,0,0,0.113375
102919,0,0,0.635652,0.018271817,0.124971364,0.239376636,0
102928,0,0,0.091,0,0.86355,0.04545,0
102933,0,0.024524451,0.122328549,0,0.1224276,0.6937564,0
102964,0.774231813,0,0.141453187,0.092582243,0,0.008469281,0.063412719
102974,0.12424587,0,0.68442013,0,0.003715085,0.072979075,0.10399184
102977,0,0.073,0.073,0.048618,0.61019,0.19481,0
102982,0.674759238,0,0.148786762,0.086348695,0,0.026287058,0.150166942
102990,0.05546834,0.297148798,0.605997862,0.629955633,0.012183661,0.029201339,0
102998,0,0.200252654,0.280210346,0,0.17078625,0.28645075,0
103019,0,0.159927401,0.628587599,0.671949616,0,0.188775,0
103037,0,0.099578607,0.751804393,0.640544811,0.033545532,0.115071468,0
103040,0.900829,0,0,0,0,0.010805871,0.088365129
103072,0.092607719,0.055861359,0.080824921,0,0.02245529,0.74825071,0
103075,0,0.919864945,0.059880055,0.935191096,0.007953,0,0
103132,0.616927034,0,0.153496966,0.053048705,0,0.00895025,0.22062575
103159,0.058845931,0.342540424,0.217386645,0.315335247,0,0.194210377,0.187016623
103167,0.048346482,0.204324304,0.325035214,0.254103156,0,0.234606816,0.143738184
103191,0.034442622,0,0.216963378,0,0.537490492,0.211103508,0
103224,0.020442437,0,0.414771563,0,0.39946898,0.15317302,0
103233,0.059309169,0,0.205508831,0,0.303039564,0.385547436,0
103246,0.346024249,0.152707206,0.285980545,0.100311657,0,0.14965357,0.05416443
103255,0.654030799,0,0.058806201,0.020070204,7.80E-04,0,0.259284805
103260,0,0,0.091649,0,0.602647288,0.305703712,0
103318,0.17016363,0.067168214,0.647030156,0.327794198,0,0.033753113,0.081884887
103323,0,0.133037311,0.125450689,0.22388447,0.049505595,0.648741946,0.020298178
103348,0.022311,0,0.044689,0,0.088635,0.555135,0.28923
103353,0,0,0.264006,0,0.167787423,0.543833577,0
103354,0,0,0.092014,0.092014,0.724016993,0.087122007,0
103356,0,0.190287828,0.673875172,0.798574757,0.026522,0,0
103373,0,0.266444187,0.391658813,0.178181387,0.008615804,0.333281196,0
103386,0,0,0.364465,0.123338965,0.272540047,0.291765953,0
103393,0,0,0.449,0.283768,0.04743,0.47957,0
103444,0.1879285,0,0.1879285,0,0,0.174498173,0.420173827
103445,0,0.221155481,0.439051519,0.370560985,0.03041793,0.30937507,0
103491,0,0.607561471,0.281886529,0.209629552,0.010986138,0.074235862,0
103500,0,0,0.053195,0,0.536761357,0.259445643,0
103503,0.253450378,0.186957548,0.321093074,0.246674327,0,0.020303181,0.218195819
103520,0.11866868,0,0.63616832,0.197926596,0.125968059,0.101258941,0
103523,0,0.037504569,0.650728431,0,0.21200834,0.08454166,0
103533,0.037139405,0.651534356,0.307154239,0.958688595,0,0,0
103547,0.066489955,0.062935038,0.733711007,0.796646045,0.052829504,0.084034496,0
103561,0,0.252442522,0.578961478,0.616847727,0,0.168596,0
103577,0,0,0.401682,0.189066094,0.44576588,0.12247312,0
103592,0.059174838,0,0.537021162,0,0,0.312222093,0.081091907
103610,0,0,0.283155,0,0.704512399,0.012332601,0
103626,0.32918025,0,0.10972675,0,0,0.104898268,0.441728732
103645,0,0,0.247139,0,0.473402547,0.265070453,0
103646,0,0,0.199598,0.199598,0.543127728,0.208271272,0
103707,0,0,0,0,0.651391069,0.253103931,0
103718,0,0,0.071463,0.048841816,0.08764227,0.79568646,0.018359269
103731,0.070294257,0,0.365406743,0,0.035807029,0.498714477,0.029778058
103750,0,0.291106699,0.616002301,0.414195948,0.010245177,0.075303823,0
103751,0.127556302,0.073484704,0.568134994,0.082461605,0,0.175917475,0.047944525
103754,0.050485837,0.077227327,0.670027836,0.300816533,0,0.190846347,0.006619653
103758,0,0,0.157902,0,0.247150414,0.530076586,0
103769,0.12403264,0.234620937,0.483067423,0.211997965,0,0.134680234,0.023598766
103787,0.817309,0,0,0,0,0,0.182691
103818,0,0.034177337,0.905276663,0.939454,0.030273,0.030273,0
103819,0,0,0.108416,0,0.760166778,0.094882222,0
103824,0.01888006,0.114487397,0.588540543,0.57421424,0.109664594,0.167126406,0
103882,0,0,0.58918,0.1616869,0.354264783,0.035224217,0
103900,0,0,0.374732,0.203812987,0.535635317,0.029664683,0
103902,0,0,0.045215,0,0.907851804,0.023343196,0
103904,0.119,0,0.119,0,0.70450763,0.02616237,0
103907,0.2179965,0.177286308,0.040710192,0.090345161,0,0.381044991,0.168495009
103950,0.054,0.182578,0.763422,0.918566,0,0,0
103955,0,0,0.433338,0,0.033592887,0.488929761,0.026497901
103974,0.116977172,0.051073501,0.710433326,0,0.018364592,0.103151408,0
103979,0.101892393,0.032215002,0.756054604,0.548708167,0,0.05943058,0.05002042
103999,0.081658802,0.343363373,0.467823825,0.326769728,0,0.034600134,0.072553866
104001,0.034827086,0.052119502,0.770694413,0.709429334,0.024705864,0.083294136,0
104008,0.766148619,0,0.062135381,0,0,0,0.171716
104020,0,0.040644528,0.841934472,0.733403732,0.073475251,0.043945749,0
104040,0,0.263018402,0.733867598,0.996886,0.003114,0,0
104041,0.344896246,0.053477023,0.227572731,0,0,0.12670906,0.24687994
104096,0,0,0,0,0.375076169,0.539734831,0
104110,0.062534119,0,0.174126881,0,0,0.505669445,0.229569555
104131,0.05721126,0.68829974,0,0.282624133,0,0.153669874,0.100819126
104141,0.279686201,0,0.142456799,0,0,0.082424367,0.495432633
104143,0.083071095,0,0.054381905,0,0.024332261,0.808878739,0
104159,0.02225,0,0.06675,0.04452225,0.378065,0.532935,0
104173,0,0,0.051493,0,0.328645944,0.594115056,0
104196,0,0,0.194233,0.130183503,0.160036879,0.643482121,0
104212,0.4922235,0,0.2257975,0,0,0.05893708,0.20589392
104216,0.510353869,0,0.149812131,0,0,0,0.339834
104222,0.085849118,0.038618801,0.427865081,0.192956393,0.017285119,0.375089728,0.048797153
104234,0.02150911,0.02620661,0.87740728,0.73447996,0.051261169,0.023615831,0
104243,0.022468656,0.097431254,0.268019089,0,0.024880657,0.557465134,0.011748209
104253,0,0,0.283363,0,0.369126601,0.309568399,0
104267,0.560911,0,0,0,0,0,0.436819
104268,0.479824977,0.064628182,0.388000841,0.349521037,0.001455481,0,0.066090519
104279,0,0.139283706,0.278639294,0.035650086,0.389940787,0.013516213,0
104281,0,0,0.397152,0,0.3244402,0.1928738,0
104287,0.290964561,0,0.320953439,0.192974218,0,0.017688389,0.370393611
104310,0.022443377,0.305062345,0.532855278,0.483772578,0,0.103638684,0.012759316
104314,0,0,0.581348,0.357010458,0.119920146,0.26887781,0.001843044
104317,0.498861002,0.046209692,0.268879306,0.084705691,0,0.039433298,0.146616703
104354,0.557833202,0,0.225644798,0,4.12E-04,0.064918276,0.151191683
104365,0.101943545,0,0.731875455,0.29182436,0.019480375,0.136362625,0
104387,0,0,0.332022,0.284949913,0.122443817,0.521482183,0
104389,0.072920553,0.333398408,0.583723038,0.863866955,0,0,0.009712
104398,0.870331,0,0,0,0,0,0.129669
104414,0,0,0.132897,0,0.637832255,0.058625745,0
104420,0.029972845,0,0.948253155,0.948253155,0.021774,0,0
104422,0,0,0.170211,0.129464189,0.791163037,0.012754963,0
104440,0,0,0.223832,0.141404523,0.197823529,0.558307471,0
104460,0.173101195,0,0.181347805,0,0,0.127335858,0.466961142
104478,0,0.094826954,0.740432046,0.78982091,0.022544774,0.099000226,0
104516,0.032040942,0,0.333719058,0,0.03580919,0.59843081,0
104536,0,0.211514585,0.778745415,0.952170639,0.005302,0,0
104540,0.029474532,0,0.552175468,0.168270504,0,0.065469683,0.352880317
104589,0.084630099,0,0.622411901,0.578276673,0,0.121786473,0.153113527
104602,0,0,0.37992,0,0.180379017,0.422485983,0
104608,0,0.448973677,0.421621323,0.400436264,0.012909831,0.116495169,0
104610,0.580809854,0.088701919,0.254253227,0.110693232,0,0.004156408,0.072078592
104611,0,0,0.157906,0,0.271489719,0.567280281,0
104612,0,0,0.146869,0,0.251193527,0.575318473,0
104624,0.2063586,0.328041545,0.202594855,0.440534339,0.026104084,0.183034538,0.032720379
104703,0,0,0.082163,0,0.89045,0,0
104709,0,0,0.49248,0.209516751,0.342423744,0.165096256,0
104721,0.341996791,0,0.467898209,0.342669932,0,0.07770473,0.09680127
104723,0.833999,0,0,0,0,0,0.164382
104751,0,0.012836936,0.564078064,0.09713864,0.103912918,0.304584095,5.51E-04
104764,0,0,0.298944,0,0,0.580709868,0.091086132
104769,0,0.226910049,0.206900951,0.39627854,0.14459731,0.42159169,0
104784,0.102921479,0.226706485,0.527501037,0.681300543,0,0.104472122,0.017108878
104788,0.082907335,0.463138755,0.167386909,0.147988787,0,0.258173688,0.015440312
104819,0.140564405,0,0.365086595,0.109495311,0.001036552,0.236846295,0.237818152
104830,0.536065515,0,0.040969485,0.040969485,0,0,0.422965
104920,0,0,0.531973,0,0.075756878,0.379992122,0
104929,0,0.026784,0.405216,0.324,0.45985,0.08115,0
104934,0,0.599625,0.375375,0.975,0,0,0
104962,0.860373807,0,0.057837193,0,0,0,0.075881
104977,0,0,0.176591,0,0.616310351,0.110735649,0
104988,0,0,0.089,0,0.133006,0.777994,0
104991,0,0,0.643287,0,0.327537484,0.006166516,0
105009,0,0.833,0.167,1,0,0,0
105014,0.017458845,0.138805576,0.646662579,0.232837896,0.001128678,0.180431963,0.01428836
105020,0,0,0.065,0,0.565675,0.369325,0
105028,0,0.162984543,0.641059457,0.17176792,0.032617072,0.160833434,0.002505493
105056,0,0.321163677,0.188360323,0.149525932,0.073419843,0.417056157,0
105069,0,0.51844,0.47856,0.997,0,0,0
105070,0,0.120184178,0.511114822,0.2668564,0,0.204311692,0.128967308
105082,0,0,0.434964,0,0.044265259,0.482336277,0.017980464
105088,0,0,0.165419,0,0.114055509,0.720525491,0
105092,0,0,0.261575,0,0.572412768,0.103080232,0
105117,0,0,0.791894,0.24672883,0,0.208106,0
105165,0,0,0.064499,0,0.236706747,0.594254503,0.08800275
105201,0.206612993,0,0.360519007,0.042100689,0.021497091,0.272334141,0.139036769
105216,0,0.212784026,0.474209974,0.20048065,0.26778884,0.037705016,0.007512144
105218,0,0.238403986,0.681219014,0.886519331,0.069123,0,0
105221,0,0.191055366,0.535498634,0.197725132,0,0.252489439,0.009792561
105257,0.062360791,0,0.482646209,0.240898859,0.405368,0,0
105258,0.044536716,0,0.132196284,0,0.020323557,0.706844389,0.061025055
105279,0.059357942,0,0.401560058,0.277791217,0.485895631,0.053186369,0
105314,0.04644,0.02359324,0.78996676,0.74359384,0.023213,0.0695,0.046287
105331,0,0.231352132,0.238873868,0.376713096,0,0.258867708,0.270906292
105334,0.197591674,0,0.440000326,0,0,0.170540869,0.191867131
105354,0.143564578,0,0.114010422,0,0,0.51187725,0.17062575
105364,0.191898576,0,0.384373424,0.274760886,0.016985172,0.374874828,0
105365,0.032363748,0.137671312,0.76309494,0.592922179,0,0.0524162,0.0127068
105381,0.902857262,0.021745738,0,0,0,0,0.075397
105417,0.043536078,0.152088332,0.524837591,0.583790392,0,0.267348793,0.011837207
105447,0,0,0,0,0.931223,0.068777,0
105459,0,0,0.108281,0,0,0.394463276,0.456505724
105497,0.077006,0.030320353,0.892673647,0.731193078,0,0,0
105500,0.149316739,0.116282387,0.588561875,0.506334743,0,0.064618937,0.057145063
105507,0,0,0.156184,0,0.769854399,0.045667601,0
105513,0.703297422,0,0.121784578,0.042630813,0,0,0.140641
105529,0.098705139,0,0.506847861,0.199410168,0,0.354016,0
105539,0.0272112,0.087176904,0.677901896,0.600052068,0.064236699,0.128666301,0
105541,0,0.354182512,0.059585488,0.183175507,0.491330039,0.060966961,0
105572,0,0.283699,0.716301,1,0,0,0
105576,0.009859906,0.056466522,0.487165572,0.498008857,0.031152417,0.392690837,0.0226643
105581,0.063260268,0,0.315543732,0,0.254481442,0.338654558,0
105613,0.046602394,0.033477945,0.722675661,0.433798518,0,0.180016,0
105631,0,0.116150129,0.761255871,0.799779259,0.075354241,0.047239759,0
105648,0.015033767,0,0.335968233,0.131812097,0.054315596,0.550195305,0.028125099
105653,0,0,0.552378,0,0.29736588,0.12962812,0
105700,0,0.531165848,0.396003152,0.687615418,0.018364365,0.053780635,0
105743,0.693496,0,0,0,0,0.008935715,0.296663285
105755,0,0,0.13786,0,0.65696062,0.18354338,0
105757,0,0,0.201369,0,0.772906392,0.010868608,0
105758,0.08563407,0.259693517,0.299536413,0.401704925,0.006778896,0.120168228,0.212540876
105762,0.240818571,0,0.253676429,0,0,0.365006486,0.139808514
105764,0.632115407,0.11432268,0.029395914,0,0,0,0.22339
105772,0,0,0.228984,0.150980829,0.5422028,0.1865742,0
105774,0,0.100009795,0.779398205,0.697146295,0,0.113271,0
105787,0,0,0.640725,0.337547385,0.094985125,0.264289876,0
105797,0,0,0,0,0.415024038,0.583056962,0
105846,0,0.328658898,0.312399102,0.142612327,0.23527078,0.06883022,0
105868,0.021593,0,0.129407,0,0.623543,0.107457,0
105870,0.051288,0,0.051288,0,0.049231499,0.790237501,0
105879,0,0.151458099,0.468184901,0.15951098,0.322453381,0.045696619,0
105881,0,0.08549164,0.54312336,0.175761383,0.046865533,0.280865467,0
105900,0,0,0.636325,0,0.161947275,0.173891725,0
105902,0.187781098,0.134775174,0.580189728,0.351388805,0,0.047602332,0.049651668
105925,0.087868372,0.214969668,0.67484596,0.85404415,0.011158,0.011158,0
105940,0.841038471,0,0.076124529,0.055928235,0,0.007131437,0.075705563
105973,0.087247389,0.633025611,0,0.09071257,0.232240789,0.035287211,0
105983,0,0,0.829977,0.34280955,0.08284549,0.06622851,0
105984,0,0,0.54751,0,0.373688517,0.051778483,0
105986,0,0,0.658727,0.1168944,0.078720137,0.233440863,0
105991,0.022311,0,0.178689,0,0.240526,0.513474,0
106000,0,0,0.251825,0.166225653,0.580086919,0.118266081,0
106018,0.172420873,0,0.129542127,0.08916553,0,0.183583731,0.514453269
